,IMG,LABEL
2028,"[[[162 162 162]
  [156 156 156]
  [ 32  32  32]
  ...
  [ 29  29  29]
  [ 31  31  31]
  [ 23  23  23]]

 [[158 158 158]
  [ 85  85  85]
  [ 11  11  11]
  ...
  [ 11  11  11]
  [ 10  10  10]
  [  6   6   6]]

 [[161 161 161]
  [140 140 140]
  [ 50  50  50]
  ...
  [ 57  57  57]
  [ 25  25  25]
  [ 11  11  11]]

 ...

 [[131 131 131]
  [ 15  15  15]
  [  8   8   8]
  ...
  [  7   7   7]
  [  6   6   6]
  [  6   6   6]]

 [[126 126 126]
  [ 16  16  16]
  [ 10  10  10]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[133 133 133]
  [ 27  27  27]
  [ 15  15  15]
  ...
  [ 12  12  12]
  [ 13  13  13]
  [ 12  12  12]]]",0
2029,"[[[69 69 69]
  [61 61 61]
  [62 62 62]
  ...
  [12 12 12]
  [12 12 12]
  [17 17 17]]

 [[11 11 11]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 7  7  7]]

 [[ 7  7  7]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 2  2  2]
  [ 3  3  3]
  [ 6  6  6]]

 ...

 [[18 18 18]
  [14 14 14]
  [51 51 51]
  ...
  [73 73 73]
  [27 27 27]
  [ 5  5  5]]

 [[19 19 19]
  [15 15 15]
  [48 48 48]
  ...
  [67 67 67]
  [22 22 22]
  [ 4  4  4]]

 [[20 20 20]
  [17 17 17]
  [50 50 50]
  ...
  [61 61 61]
  [18 18 18]
  [ 2  2  2]]]",0
2030,"[[[41 41 41]
  [39 39 39]
  [39 39 39]
  ...
  [38 38 38]
  [39 39 39]
  [41 41 41]]

 [[40 40 40]
  [37 37 37]
  [36 36 36]
  ...
  [38 38 38]
  [38 38 38]
  [41 41 41]]

 [[39 39 39]
  [38 38 38]
  [37 37 37]
  ...
  [37 37 37]
  [38 38 38]
  [40 40 40]]

 ...

 [[39 39 39]
  [24 24 24]
  [30 30 30]
  ...
  [56 56 56]
  [59 59 59]
  [50 50 50]]

 [[34 34 34]
  [28 28 28]
  [28 28 28]
  ...
  [57 57 57]
  [57 57 57]
  [52 52 52]]

 [[32 32 32]
  [34 34 34]
  [30 30 30]
  ...
  [58 58 58]
  [60 60 60]
  [53 53 53]]]",0
2031,"[[[ 17  17  17]
  [  3   3   3]
  [  3   3   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [ 21  21  21]]

 [[ 15  15  15]
  [  2   2   2]
  [  3   3   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [ 20  20  20]]

 [[ 13  13  13]
  [  2   2   2]
  [  2   2   2]
  ...
  [  4   4   4]
  [  1   1   1]
  [ 19  19  19]]

 ...

 [[ 74  74  74]
  [ 16  16  16]
  [ 13  13  13]
  ...
  [  4   4   4]
  [  7   7   7]
  [ 76  76  76]]

 [[ 70  70  70]
  [ 15  15  15]
  [ 11  11  11]
  ...
  [  4   4   4]
  [  5   5   5]
  [ 73  73  73]]

 [[123 123 123]
  [ 67  67  67]
  [ 56  56  56]
  ...
  [ 24  24  24]
  [ 28  28  28]
  [100 100 100]]]",0
2032,"[[[10 10 10]
  [ 8  8  8]
  [ 6  6  6]
  ...
  [13 13 13]
  [13 13 13]
  [14 14 14]]

 [[10 10 10]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [11 11 11]
  [12 12 12]
  [13 13 13]]

 [[ 7  7  7]
  [ 4  4  4]
  [ 3  3  3]
  ...
  [47 47 47]
  [25 25 25]
  [12 12 12]]

 ...

 [[10 10 10]
  [ 3  3  3]
  [ 7  7  7]
  ...
  [14 14 14]
  [15 15 15]
  [15 15 15]]

 [[12 12 12]
  [ 4  4  4]
  [ 7  7  7]
  ...
  [14 14 14]
  [15 15 15]
  [15 15 15]]

 [[17 17 17]
  [ 4  4  4]
  [ 7  7  7]
  ...
  [14 14 14]
  [15 15 15]
  [15 15 15]]]",0
2033,"[[[152 152 152]
  [ 99  99  99]
  [  7   7   7]
  ...
  [ 19  19  19]
  [ 23  23  23]
  [ 24  24  24]]

 [[154 154 154]
  [ 93  93  93]
  [  9   9   9]
  ...
  [ 20  20  20]
  [ 22  22  22]
  [ 24  24  24]]

 [[156 156 156]
  [ 82  82  82]
  [  9   9   9]
  ...
  [ 18  18  18]
  [ 20  20  20]
  [ 23  23  23]]

 ...

 [[154 154 154]
  [111 111 111]
  [ 40  40  40]
  ...
  [ 97  97  97]
  [ 48  48  48]
  [ 18  18  18]]

 [[144 144 144]
  [ 94  94  94]
  [ 27  27  27]
  ...
  [ 96  96  96]
  [ 41  41  41]
  [ 20  20  20]]

 [[121 121 121]
  [ 73  73  73]
  [ 16  16  16]
  ...
  [ 90  90  90]
  [ 32  32  32]
  [ 20  20  20]]]",0
2034,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [ 45  45  45]
  [  6   6   6]
  [  2   2   2]]

 [[  3   3   3]
  [  2   2   2]
  [  4   4   4]
  ...
  [ 72  72  72]
  [ 34  34  34]
  [ 10  10  10]]

 [[  7   7   7]
  [  4   4   4]
  [  3   3   3]
  ...
  [ 29  29  29]
  [ 25  25  25]
  [ 19  19  19]]

 ...

 [[  8   8   8]
  [  9   9   9]
  [ 15  15  15]
  ...
  [129 129 129]
  [109 109 109]
  [ 77  77  77]]

 [[  7   7   7]
  [  9   9   9]
  [ 16  16  16]
  ...
  [135 135 135]
  [119 119 119]
  [ 72  72  72]]

 [[  8   8   8]
  [  9   9   9]
  [ 37  37  37]
  ...
  [150 150 150]
  [132 132 132]
  [ 68  68  68]]]",0
2035,"[[[ 12  12  12]
  [ 16  16  16]
  [  1   1   1]
  ...
  [  6   6   6]
  [  5   5   5]
  [149 149 149]]

 [[ 12  12  12]
  [ 16  16  16]
  [  2   2   2]
  ...
  [  5   5   5]
  [  4   4   4]
  [132 132 132]]

 [[ 12  12  12]
  [ 15  15  15]
  [  2   2   2]
  ...
  [  5   5   5]
  [  2   2   2]
  [114 114 114]]

 ...

 [[  5   5   5]
  [  3   3   3]
  [ 21  21  21]
  ...
  [213 213 213]
  [177 177 177]
  [ 61  61  61]]

 [[  5   5   5]
  [  3   3   3]
  [ 12  12  12]
  ...
  [213 213 213]
  [169 169 169]
  [ 44  44  44]]

 [[  5   5   5]
  [  4   4   4]
  [  4   4   4]
  ...
  [212 212 212]
  [133 133 133]
  [ 45  45  45]]]",0
2036,"[[[  4   4   4]
  [ 46  46  46]
  [ 42  42  42]
  ...
  [  5   5   5]
  [  4   4   4]
  [  6   6   6]]

 [[  2   2   2]
  [ 36  36  36]
  [ 32  32  32]
  ...
  [  5   5   5]
  [  5   5   5]
  [  6   6   6]]

 [[  3   3   3]
  [ 53  53  53]
  [ 61  61  61]
  ...
  [  4   4   4]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[230 230 230]
  [238 238 238]
  [245 245 245]
  ...
  [200 200 200]
  [181 181 181]
  [179 179 179]]

 [[236 236 236]
  [243 243 243]
  [249 249 249]
  ...
  [207 207 207]
  [201 201 201]
  [184 184 184]]

 [[239 239 239]
  [246 246 246]
  [251 251 251]
  ...
  [207 207 207]
  [196 196 196]
  [193 193 193]]]",0
2037,"[[[100 100 100]
  [ 67  67  67]
  [ 67  67  67]
  ...
  [ 80  80  80]
  [ 84  84  84]
  [ 88  88  88]]

 [[ 35  35  35]
  [  6   6   6]
  [  4   4   4]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 [[ 20  20  20]
  [  5   5   5]
  [  3   3   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[118 118 118]
  [ 58  58  58]
  [ 76  76  76]
  ...
  [ 91  91  91]
  [ 78  78  78]
  [ 62  62  62]]

 [[122 122 122]
  [ 62  62  62]
  [ 72  72  72]
  ...
  [ 89  89  89]
  [ 76  76  76]
  [ 61  61  61]]

 [[128 128 128]
  [ 76  76  76]
  [ 91  91  91]
  ...
  [100 100 100]
  [ 82  82  82]
  [ 68  68  68]]]",0
2038,"[[[  4   4   4]
  [  3   3   3]
  [  3   3   3]
  ...
  [  1   1   1]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [  2   2   2]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  5   5   5]
  [  5   5   5]
  [  5   5   5]
  ...
  [  2   2   2]
  [  1   1   1]
  [  0   0   0]]

 ...

 [[ 38  38  38]
  [ 60  60  60]
  [117 117 117]
  ...
  [ 11  11  11]
  [  6   6   6]
  [  2   2   2]]

 [[ 31  31  31]
  [ 53  53  53]
  [114 114 114]
  ...
  [  9   9   9]
  [  5   5   5]
  [  2   2   2]]

 [[ 30  30  30]
  [ 51  51  51]
  [111 111 111]
  ...
  [  7   7   7]
  [  4   4   4]
  [  3   3   3]]]",0
2039,"[[[ 4  4  4]
  [11 11 11]
  [22 22 22]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[ 6  6  6]
  [12 12 12]
  [39 39 39]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[ 6  6  6]
  [12 12 12]
  [56 56 56]
  ...
  [ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]]

 ...

 [[ 2  2  2]
  [ 3  3  3]
  [ 9  9  9]
  ...
  [10 10 10]
  [12 12 12]
  [12 12 12]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 8  8  8]
  ...
  [10 10 10]
  [12 12 12]
  [13 13 13]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 9  9  9]
  ...
  [10 10 10]
  [12 12 12]
  [13 13 13]]]",0
2040,"[[[  1   1   1]
  [  1   1   1]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  2   2   2]
  [  3   3   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  4   4   4]
  [  5   5   5]
  [  6   6   6]
  ...
  [116 116 116]
  [ 20  20  20]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  2   2   2]
  [  8   8   8]
  ...
  [120 120 120]
  [ 43  43  43]
  [  7   7   7]]

 [[  1   1   1]
  [  2   2   2]
  [ 10  10  10]
  ...
  [122 122 122]
  [ 43  43  43]
  [  7   7   7]]

 [[  2   2   2]
  [  4   4   4]
  [ 32  32  32]
  ...
  [153 153 153]
  [ 74  74  74]
  [ 18  18  18]]]",0
2041,"[[[196 196 196]
  [ 91  91  91]
  [ 65  65  65]
  ...
  [139 139 139]
  [142 142 142]
  [152 152 152]]

 [[ 82  82  82]
  [  3   3   3]
  [  1   1   1]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 60  60  60]
  [  2   2   2]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  1   1   1]]

 ...

 [[138 138 138]
  [109 109 109]
  [143 143 143]
  ...
  [201 201 201]
  [127 127 127]
  [ 85  85  85]]

 [[130 130 130]
  [ 96  96  96]
  [154 154 154]
  ...
  [200 200 200]
  [128 128 128]
  [ 81  81  81]]

 [[136 136 136]
  [117 117 117]
  [190 190 190]
  ...
  [196 196 196]
  [144 144 144]
  [ 87  87  87]]]",0
2042,"[[[  4   4   4]
  [  8   8   8]
  [ 10  10  10]
  ...
  [ 98  98  98]
  [ 59  59  59]
  [130 130 130]]

 [[  8   8   8]
  [ 13  13  13]
  [ 22  22  22]
  ...
  [100 100 100]
  [ 76  76  76]
  [153 153 153]]

 [[ 12  12  12]
  [ 26  26  26]
  [ 64  64  64]
  ...
  [ 71  71  71]
  [ 73  73  73]
  [160 160 160]]

 ...

 [[ 39  39  39]
  [  9   9   9]
  [  5   5   5]
  ...
  [  2   2   2]
  [  2   2   2]
  [  6   6   6]]

 [[ 40  40  40]
  [  8   8   8]
  [  5   5   5]
  ...
  [  3   3   3]
  [  3   3   3]
  [  7   7   7]]

 [[ 44  44  44]
  [  8   8   8]
  [  5   5   5]
  ...
  [  3   3   3]
  [  3   3   3]
  [  8   8   8]]]",0
2043,"[[[ 6  6  6]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [29 29 29]
  [27 27 27]
  [33 33 33]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [26 26 26]
  [25 25 25]
  [30 30 30]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [30 30 30]
  [21 21 21]
  [26 26 26]]

 ...

 [[61 61 61]
  [21 21 21]
  [ 5  5  5]
  ...
  [54 54 54]
  [58 58 58]
  [69 69 69]]

 [[41 41 41]
  [10 10 10]
  [ 6  6  6]
  ...
  [55 55 55]
  [59 59 59]
  [70 70 70]]

 [[37 37 37]
  [ 9  9  9]
  [ 7  7  7]
  ...
  [57 57 57]
  [63 63 63]
  [72 72 72]]]",0
2044,"[[[30 30 30]
  [29 29 29]
  [29 29 29]
  ...
  [25 25 25]
  [25 25 25]
  [25 25 25]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [19 19 19]
  [19 19 19]
  [18 18 18]]

 [[19 19 19]
  [17 17 17]
  [16 16 16]
  ...
  [ 7  7  7]
  [ 7  7  7]
  [ 6  6  6]]

 ...

 [[46 46 46]
  [57 57 57]
  [80 80 80]
  ...
  [14 14 14]
  [13 13 13]
  [10 10 10]]

 [[41 41 41]
  [56 56 56]
  [81 81 81]
  ...
  [14 14 14]
  [11 11 11]
  [10 10 10]]

 [[41 41 41]
  [62 62 62]
  [91 91 91]
  ...
  [11 11 11]
  [ 9  9  9]
  [11 11 11]]]",0
2045,"[[[20 20 20]
  [24 24 24]
  [ 8  8  8]
  ...
  [34 34 34]
  [11 11 11]
  [ 1  1  1]]

 [[20 20 20]
  [25 25 25]
  [ 7  7  7]
  ...
  [34 34 34]
  [11 11 11]
  [ 1  1  1]]

 [[20 20 20]
  [25 25 25]
  [ 6  6  6]
  ...
  [34 34 34]
  [10 10 10]
  [ 1  1  1]]

 ...

 [[26 26 26]
  [24 24 24]
  [23 23 23]
  ...
  [73 73 73]
  [35 35 35]
  [28 28 28]]

 [[26 26 26]
  [26 26 26]
  [24 24 24]
  ...
  [75 75 75]
  [35 35 35]
  [28 28 28]]

 [[24 24 24]
  [24 24 24]
  [25 25 25]
  ...
  [98 98 98]
  [35 35 35]
  [28 28 28]]]",0
2046,"[[[ 2  2  2]
  [12 12 12]
  [22 22 22]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 9  9  9]]

 [[ 6  6  6]
  [18 18 18]
  [33 33 33]
  ...
  [ 4  4  4]
  [ 6  6  6]
  [ 7  7  7]]

 [[13 13 13]
  [27 27 27]
  [46 46 46]
  ...
  [13 13 13]
  [10 10 10]
  [ 7  7  7]]

 ...

 [[ 7  7  7]
  [ 9  9  9]
  [ 8  8  8]
  ...
  [11 11 11]
  [11 11 11]
  [13 13 13]]

 [[ 5  5  5]
  [ 6  6  6]
  [11 11 11]
  ...
  [11 11 11]
  [12 12 12]
  [12 12 12]]

 [[58 58 58]
  [55 55 55]
  [57 57 57]
  ...
  [56 56 56]
  [57 57 57]
  [66 66 66]]]",0
2047,"[[[ 62  62  62]
  [  8   8   8]
  [  3   3   3]
  ...
  [ 61  61  61]
  [ 69  69  69]
  [ 78  78  78]]

 [[ 38  38  38]
  [  3   3   3]
  [  2   2   2]
  ...
  [  4   4   4]
  [  3   3   3]
  [  3   3   3]]

 [[ 34  34  34]
  [  3   3   3]
  [  1   1   1]
  ...
  [  4   4   4]
  [  4   4   4]
  [  3   3   3]]

 ...

 [[235 235 235]
  [189 189 189]
  [193 193 193]
  ...
  [227 227 227]
  [223 223 223]
  [223 223 223]]

 [[241 241 241]
  [202 202 202]
  [212 212 212]
  ...
  [228 228 228]
  [227 227 227]
  [228 228 228]]

 [[250 250 250]
  [234 234 234]
  [245 245 245]
  ...
  [241 241 241]
  [243 243 243]
  [242 242 242]]]",0
2048,"[[[ 29  29  29]
  [ 19  19  19]
  [ 18  18  18]
  ...
  [ 21  21  21]
  [ 22  22  22]
  [ 27  27  27]]

 [[ 17  17  17]
  [  8   8   8]
  [  5   5   5]
  ...
  [  6   6   6]
  [  9   9   9]
  [ 15  15  15]]

 [[ 17  17  17]
  [  7   7   7]
  [  3   3   3]
  ...
  [  5   5   5]
  [  8   8   8]
  [ 15  15  15]]

 ...

 [[ 17  17  17]
  [ 12  12  12]
  [ 13  13  13]
  ...
  [ 68  68  68]
  [ 38  38  38]
  [ 46  46  46]]

 [[ 17  17  17]
  [ 15  15  15]
  [ 15  15  15]
  ...
  [ 45  45  45]
  [ 40  40  40]
  [ 65  65  65]]

 [[ 20  20  20]
  [ 19  19  19]
  [ 19  19  19]
  ...
  [ 76  76  76]
  [ 70  70  70]
  [102 102 102]]]",0
2049,"[[[  7   7   7]
  [  7   7   7]
  [  6   6   6]
  ...
  [  3   3   3]
  [  4   4   4]
  [  6   6   6]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  1   1   1]
  [  3   3   3]
  [  6   6   6]]

 [[  1   1   1]
  [  2   2   2]
  [  2   2   2]
  ...
  [  0   0   0]
  [  3   3   3]
  [  6   6   6]]

 ...

 [[121 121 121]
  [ 84  84  84]
  [125 125 125]
  ...
  [163 163 163]
  [176 176 176]
  [127 127 127]]

 [[120 120 120]
  [ 83  83  83]
  [122 122 122]
  ...
  [141 141 141]
  [167 167 167]
  [123 123 123]]

 [[122 122 122]
  [ 87  87  87]
  [117 117 117]
  ...
  [141 141 141]
  [157 157 157]
  [114 114 114]]]",0
2050,"[[[ 33  33  33]
  [  3   3   3]
  [  0   0   0]
  ...
  [  6   6   6]
  [  4   4   4]
  [  3   3   3]]

 [[ 23  23  23]
  [  1   1   1]
  [  0   0   0]
  ...
  [  3   3   3]
  [  2   2   2]
  [  2   2   2]]

 [[ 53  53  53]
  [  3   3   3]
  [  1   1   1]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[249 249 249]
  [189 189 189]
  [169 169 169]
  ...
  [228 228 228]
  [219 219 219]
  [204 204 204]]

 [[247 247 247]
  [187 187 187]
  [170 170 170]
  ...
  [235 235 235]
  [224 224 224]
  [208 208 208]]

 [[250 250 250]
  [209 209 209]
  [204 204 204]
  ...
  [248 248 248]
  [236 236 236]
  [210 210 210]]]",0
2051,"[[[22 22 22]
  [17 17 17]
  [17 17 17]
  ...
  [24 24 24]
  [27 27 27]
  [87 87 87]]

 [[ 5  5  5]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [11 11 11]]

 [[ 4  4  4]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 9  9  9]
  [ 6  6  6]
  [ 9  9  9]]

 ...

 [[13 13 13]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 3  3  3]
  [ 5  5  5]
  [13 13 13]]

 [[ 9  9  9]
  [ 3  3  3]
  [ 1  1  1]
  ...
  [ 3  3  3]
  [ 5  5  5]
  [14 14 14]]

 [[ 8  8  8]
  [ 5  5  5]
  [ 4  4  4]
  ...
  [ 5  5  5]
  [ 6  6  6]
  [13 13 13]]]",0
2052,"[[[ 45  45  45]
  [ 48  48  48]
  [ 43  43  43]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[ 46  46  46]
  [ 48  48  48]
  [ 50  50  50]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[ 55  55  55]
  [ 59  59  59]
  [ 65  65  65]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 ...

 [[ 26  26  26]
  [ 13  13  13]
  [ 15  15  15]
  ...
  [229 229 229]
  [210 210 210]
  [230 230 230]]

 [[ 21  21  21]
  [ 15  15  15]
  [ 15  15  15]
  ...
  [210 210 210]
  [222 222 222]
  [247 247 247]]

 [[ 18  18  18]
  [ 15  15  15]
  [ 15  15  15]
  ...
  [217 217 217]
  [242 242 242]
  [251 251 251]]]",0
2053,"[[[  2   2   2]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 18  18  18]
  [  6   6   6]
  [ 16  16  16]]

 [[  2   2   2]
  [  1   1   1]
  [  5   5   5]
  ...
  [ 40  40  40]
  [ 12  12  12]
  [  7   7   7]]

 [[  1   1   1]
  [  5   5   5]
  [ 14  14  14]
  ...
  [ 59  59  59]
  [ 28  28  28]
  [  6   6   6]]

 ...

 [[ 45  45  45]
  [ 79  79  79]
  [107 107 107]
  ...
  [ 46  46  46]
  [ 98  98  98]
  [178 178 178]]

 [[ 51  51  51]
  [ 85  85  85]
  [119 119 119]
  ...
  [ 49  49  49]
  [ 81  81  81]
  [175 175 175]]

 [[121 121 121]
  [147 147 147]
  [171 171 171]
  ...
  [ 41  41  41]
  [ 80  80  80]
  [145 145 145]]]",0
2054,"[[[78 78 78]
  [63 63 63]
  [55 55 55]
  ...
  [15 15 15]
  [18 18 18]
  [22 22 22]]

 [[45 45 45]
  [41 41 41]
  [40 40 40]
  ...
  [14 14 14]
  [15 15 15]
  [19 19 19]]

 [[39 39 39]
  [37 37 37]
  [35 35 35]
  ...
  [13 13 13]
  [15 15 15]
  [18 18 18]]

 ...

 [[ 9  9  9]
  [26 26 26]
  [37 37 37]
  ...
  [21 21 21]
  [13 13 13]
  [18 18 18]]

 [[ 9  9  9]
  [24 24 24]
  [36 36 36]
  ...
  [17 17 17]
  [13 13 13]
  [21 21 21]]

 [[10 10 10]
  [24 24 24]
  [40 40 40]
  ...
  [13 13 13]
  [13 13 13]
  [25 25 25]]]",0
2055,"[[[ 20  20  20]
  [ 14  14  14]
  [  3   3   3]
  ...
  [ 13  13  13]
  [  7   7   7]
  [  8   8   8]]

 [[ 18  18  18]
  [ 12  12  12]
  [  2   2   2]
  ...
  [ 12  12  12]
  [  7   7   7]
  [  8   8   8]]

 [[ 17  17  17]
  [ 12  12  12]
  [  2   2   2]
  ...
  [ 11  11  11]
  [  6   6   6]
  [  7   7   7]]

 ...

 [[ 11  11  11]
  [ 39  39  39]
  [ 34  34  34]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 12  12  12]]

 [[ 11  11  11]
  [ 37  37  37]
  [ 29  29  29]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 13  13  13]]

 [[ 12  12  12]
  [ 75  75  75]
  [110 110 110]
  ...
  [ 10  10  10]
  [ 12  12  12]
  [ 14  14  14]]]",0
2056,"[[[ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]
  ...
  [  3   3   3]
  [  7   7   7]
  [126 126 126]]

 [[  9   9   9]
  [  9   9   9]
  [  9   9   9]
  ...
  [  2   2   2]
  [  6   6   6]
  [120 120 120]]

 [[ 10  10  10]
  [  9   9   9]
  [  9   9   9]
  ...
  [  8   8   8]
  [  4   4   4]
  [107 107 107]]

 ...

 [[  3   3   3]
  [ 17  17  17]
  [ 28  28  28]
  ...
  [ 56  56  56]
  [ 58  58  58]
  [ 60  60  60]]

 [[ 16  16  16]
  [ 46  46  46]
  [ 62  62  62]
  ...
  [ 15  15  15]
  [ 15  15  15]
  [ 15  15  15]]

 [[ 18  18  18]
  [ 22  22  22]
  [ 22  22  22]
  ...
  [ 15  15  15]
  [ 15  15  15]
  [ 15  15  15]]]",0
2057,"[[[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  2   2   2]
  [  3   3   3]
  [  2   2   2]]

 [[  3   3   3]
  [  3   3   3]
  [  2   2   2]
  ...
  [  7   7   7]
  [  5   5   5]
  [  2   2   2]]

 [[  3   3   3]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 29  29  29]
  [ 67  67  67]
  [  6   6   6]]

 ...

 [[124 124 124]
  [  5   5   5]
  [ 27  27  27]
  ...
  [  7   7   7]
  [ 10  10  10]
  [ 16  16  16]]

 [[134 134 134]
  [ 10  10  10]
  [ 28  28  28]
  ...
  [107 107 107]
  [120 120 120]
  [146 146 146]]

 [[148 148 148]
  [ 13  13  13]
  [ 37  37  37]
  ...
  [155 155 155]
  [143 143 143]
  [151 151 151]]]",0
2058,"[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [ 6  6  6]
  [ 9  9  9]
  [21 21 21]]

 [[ 9  9  9]
  [10 10 10]
  [10 10 10]
  ...
  [ 3  3  3]
  [ 8  8  8]
  [19 19 19]]

 [[ 2  2  2]
  [ 4  4  4]
  [ 5  5  5]
  ...
  [ 4  4  4]
  [ 9  9  9]
  [18 18 18]]

 ...

 [[16 16 16]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 2  2  2]]

 [[17 17 17]
  [ 6  6  6]
  [ 4  4  4]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 2  2  2]]

 [[18 18 18]
  [ 5  5  5]
  [ 2  2  2]
  ...
  [ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]]]",0
2059,"[[[126 126 126]
  [ 23  23  23]
  [ 13  13  13]
  ...
  [  8   8   8]
  [  8   8   8]
  [  8   8   8]]

 [[120 120 120]
  [ 29  29  29]
  [ 29  29  29]
  ...
  [  8   8   8]
  [  7   7   7]
  [  7   7   7]]

 [[170 170 170]
  [ 78  78  78]
  [ 99  99  99]
  ...
  [ 21  21  21]
  [ 14  14  14]
  [ 10  10  10]]

 ...

 [[ 58  58  58]
  [ 10  10  10]
  [  7   7   7]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[ 58  58  58]
  [ 10  10  10]
  [  9   9   9]
  ...
  [  9   9   9]
  [  9   9   9]
  [ 10  10  10]]

 [[ 69  69  69]
  [ 15  15  15]
  [ 12  12  12]
  ...
  [ 16  16  16]
  [ 15  15  15]
  [ 15  15  15]]]",0
2060,"[[[151 151 151]
  [123 123 123]
  [121 121 121]
  ...
  [197 197 197]
  [203 203 203]
  [220 220 220]]

 [[ 18  18  18]
  [ 13  13  13]
  [ 13  13  13]
  ...
  [ 23  23  23]
  [ 23  23  23]
  [ 33  33  33]]

 [[ 15  15  15]
  [ 20  20  20]
  [ 38  38  38]
  ...
  [  5   5   5]
  [  6   6   6]
  [ 14  14  14]]

 ...

 [[ 11  11  11]
  [  4   4   4]
  [  4   4   4]
  ...
  [  2   2   2]
  [  5   5   5]
  [ 18  18  18]]

 [[ 14  14  14]
  [ 12  12  12]
  [ 12  12  12]
  ...
  [  6   6   6]
  [  9   9   9]
  [ 18  18  18]]

 [[ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 22  22  22]]]",0
2061,"[[[ 22  22  22]
  [ 18  18  18]
  [ 19  19  19]
  ...
  [ 19  19  19]
  [ 18  18  18]
  [ 19  19  19]]

 [[ 17  17  17]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]]

 [[ 15  15  15]
  [ 11  11  11]
  [  9   9   9]
  ...
  [  7   7   7]
  [  9   9   9]
  [ 12  12  12]]

 ...

 [[ 81  81  81]
  [ 79  79  79]
  [167 167 167]
  ...
  [ 21  21  21]
  [ 12  12  12]
  [ 12  12  12]]

 [[ 76  76  76]
  [ 79  79  79]
  [142 142 142]
  ...
  [ 19  19  19]
  [ 10  10  10]
  [ 12  12  12]]

 [[ 75  75  75]
  [ 84  84  84]
  [130 130 130]
  ...
  [ 16  16  16]
  [  8   8   8]
  [ 11  11  11]]]",0
